T,RH,AH,,,,,,,,,,,,,,
3.7,45.8,0.3697,,,,,,,,,,,,,,
4.4,43.7,0.3688,,,,,,,,,,,,,,
4.0,44.9,0.3689,,,,,,,,,,,,,,
3.3,46.8,0.3671,,,,,,,,,,,,,,
3.1,48.1,0.3707,,,,,,,,,,,,,,
2.8,49.0,0.3700,,,,,,,,,,,,,,
3.1,47.4,0.3661,,,,,,,,,,,,,,
2.9,49.0,0.3725,,,,,,,,,,,,,,
2.8,49.1,0.3726,,,,,,,,,,,,,,
2.9,49.7,0.3782,,,,,,,,,,,,,,
3.8,46.5,0.3762,,,,,,,,,,,,,,
3.2,46.9,0.3658,,,,,,,,,,,,,,
3.1,45.2,0.3504,,,,,,,,,,,,,,
3.1,44.8,0.3473,,,,,,,,,,,,,,
3.1,44.4,0.3420,,,,,,,,,,,,,,
3.0,43.4,0.3337,,,,,,,,,,,,,,
2.8,43.8,0.3308,,,,,,,,,,,,,,
2.7,43.2,0.3259,,,,,,,,,,,,,,
3.3,42.3,0.3299,,,,,,,,,,,,,,
4.6,39.0,0.3330,,,,,,,,,,,,,,
5.6,37.5,0.3426,,,,,,,,,,,,,,
7.2,34.2,0.3488,,,,,,,,,,,,,,
6.9,35.6,0.3561,,,,,,,,,,,,,,
8.2,30.1,0.3281,,,,,,,,,,,,,,
7.6,27.9,0.2927,,,,,,,,,,,,,,
7.9,25.9,0.2774,,,,,,,,,,,,,,
7.8,28.3,0.3017,,,,,,,,,,,,,,
6.3,28.8,0.2772,,,,,,,,,,,,,,
5.4,30.1,0.2726,,,,,,,,,,,,,,
5.0,31.1,0.2730,,,,,,,,,,,,,,
4.6,33.8,0.2898,,,,,,,,,,,,,,
4.3,36.6,0.3064,,,,,,,,,,,,,,
4.0,39.0,0.3203,,,,,,,,,,,,,,
2.9,42.8,0.3276,,,,,,,,,,,,,,
3.4,38.9,0.3076,,,,,,,,,,,,,,
4.0,36.4,0.2982,,,,,,,,,,,,,,
4.0,36.4,0.2989,,,,,,,,,,,,,,
3.7,37.7,0.3024,,,,,,,,,,,,,,
3.4,38.9,0.3075,,,,,,,,,,,,,,
3.7,37.5,0.3012,,,,,,,,,,,,,,
3.7,35.2,0.2833,,,,,,,,,,,,,,
3.7,33.9,0.2732,,,,,,,,,,,,,,
4.4,38.8,0.3280,,,,,,,,,,,,,,
6.6,34.4,0.3359,,,,,,,,,,,,,,
10.0,22.4,0.2753,,,,,,,,,,,,,,
11.9,18.6,0.2581,,,,,,,,,,,,,,
12.5,17.2,0.2477,,,,,,,,,,,,,,
13.2,17.3,0.2606,,,,,,,,,,,,,,
13.5,18.7,0.2872,,,,,,,,,,,,,,
14.1,18.2,0.2908,,,,,,,,,,,,,,
13.0,20.3,0.3030,,,,,,,,,,,,,,
10.4,24.7,0.3116,,,,,,,,,,,,,,
8.6,29.8,0.3344,,,,,,,,,,,,,,
7.3,36.8,0.3771,,,,,,,,,,,,,,
6.3,39.4,0.3795,,,,,,,,,,,,,,
5.4,43.5,0.3922,,,,,,,,,,,,,,
5.1,45.6,0.4056,,,,,,,,,,,,,,
4.2,49.4,0.4120,,,,,,,,,,,,,,
4.1,50.1,0.4150,,,,,,,,,,,,,,
4.1,51.5,0.4263,,,,,,,,,,,,,,
3.7,57.5,0.4621,,,,,,,,,,,,,,
2.5,64.8,0.4807,,,,,,,,,,,,,,
1.8,68.9,0.4878,,,,,,,,,,,,,,
2.0,64.9,0.4661,,,,,,,,,,,,,,
2.2,65.3,0.4730,,,,,,,,,,,,,,
3.1,64.0,0.4938,,,,,,,,,,,,,,
3.7,61.7,0.4967,,,,,,,,,,,,,,
4.4,58.8,0.4979,,,,,,,,,,,,,,
5.8,54.1,0.5020,,,,,,,,,,,,,,
7.3,50.8,0.5226,,,,,,,,,,,,,,
9.5,47.2,0.5589,,,,,,,,,,,,,,
11.8,44.4,0.6118,,,,,,,,,,,,,,
12.7,45.5,0.6648,,,,,,,,,,,,,,
13.5,44.8,0.6898,,,,,,,,,,,,,,
12.3,48.9,0.6967,,,,,,,,,,,,,,
10.8,40.3,0.5201,,,,,,,,,,,,,,
9.4,36.7,0.4324,,,,,,,,,,,,,,
8.3,39.5,0.4318,,,,,,,,,,,,,,
7.8,41.3,0.4389,,,,,,,,,,,,,,
7.3,43.8,0.4505,,,,,,,,,,,,,,
6.7,47.6,0.4688,,,,,,,,,,,,,,
6.6,51.2,0.5007,,,,,,,,,,,,,,
6.4,52.6,0.5074,,,,,,,,,,,,,,
5.3,57.8,0.5177,,,,,,,,,,,,,,
3.4,66.7,0.5281,,,,,,,,,,,,,,
3.3,66.8,0.5215,,,,,,,,,,,,,,
3.7,62.9,0.5059,,,,,,,,,,,,,,
2.6,67.5,0.5034,,,,,,,,,,,,,,
3.5,60.9,0.4857,,,,,,,,,,,,,,
2.7,63.4,0.4787,,,,,,,,,,,,,,
2.8,64.2,0.4859,,,,,,,,,,,,,,
5.8,53.1,0.4942,,,,,,,,,,,,,,
9.7,40.1,0.4832,,,,,,,,,,,,,,
12.7,30.0,0.4398,,,,,,,,,,,,,,
13.7,20.7,0.3221,,,,,,,,,,,,,,
13.7,19.9,0.3114,,,,,,,,,,,,,,
14.1,18.1,0.2884,,,,,,,,,,,,,,
14.5,18.0,0.2956,,,,,,,,,,,,,,
13.2,20.4,0.3074,,,,,,,,,,,,,,
10.5,25.1,0.3194,,,,,,,,,,,,,,
8.9,31.4,0.3597,,,,,,,,,,,,,,
8.2,36.2,0.3953,,,,,,,,,,,,,,
6.7,39.6,0.3906,,,,,,,,,,,,,,
5.8,42.0,0.3904,,,,,,,,,,,,,,
4.9,45.9,0.3999,,,,,,,,,,,,,,
4.5,47.9,0.4079,,,,,,,,,,,,,,
3.9,51.6,0.4226,,,,,,,,,,,,,,
3.4,54.7,0.4323,,,,,,,,,,,,,,
3.3,56.1,0.4379,,,,,,,,,,,,,,
2.0,60.8,0.4337,,,,,,,,,,,,,,
1.2,63.7,0.4327,,,,,,,,,,,,,,
2.1,60.3,0.4368,,,,,,,,,,,,,,
1.3,63.1,0.4322,,,,,,,,,,,,,,
1.3,64.8,0.4410,,,,,,,,,,,,,,
2.1,62.2,0.4491,,,,,,,,,,,,,,
5.1,50.8,0.4499,,,,,,,,,,,,,,
8.5,39.7,0.4425,,,,,,,,,,,,,,
11.5,33.0,0.4476,,,,,,,,,,,,,,
12.2,34.3,0.4864,,,,,,,,,,,,,,
13.5,35.0,0.5396,,,,,,,,,,,,,,
14.9,34.9,0.5869,,,,,,,,,,,,,,
15.7,34.5,0.6111,,,,,,,,,,,,,,
14.7,37.2,0.6180,,,,,,,,,,,,,,
12.2,44.8,0.6342,,,,,,,,,,,,,,
10.3,52.4,0.6578,,,,,,,,,,,,,,
9.3,55.5,0.6503,,,,,,,,,,,,,,
8.3,57.6,0.6304,,,,,,,,,,,,,,
6.3,65.1,0.6237,,,,,,,,,,,,,,
6.5,63.1,0.6132,,,,,,,,,,,,,,
6.0,62.7,0.5890,,,,,,,,,,,,,,
5.1,65.4,0.5797,,,,,,,,,,,,,,
4.7,64.6,0.5568,,,,,,,,,,,,,,
2.9,72.2,0.5523,,,,,,,,,,,,,,
5.0,63.5,0.5575,,,,,,,,,,,,,,
3.9,65.5,0.5367,,,,,,,,,,,,,,
1.8,74.5,0.5271,,,,,,,,,,,,,,
1.8,73.7,0.5198,,,,,,,,,,,,,,
2.3,70.9,0.5182,,,,,,,,,,,,,,
4.4,61.1,0.5176,,,,,,,,,,,,,,
7.7,49.8,0.5267,,,,,,,,,,,,,,
12.1,36.9,0.5212,,,,,,,,,,,,,,
15.0,28.5,0.4821,,,,,,,,,,,,,,
14.5,28.3,0.4665,,,,,,,,,,,,,,
12.9,31.8,0.4707,,,,,,,,,,,,,,
12.1,32.3,0.4548,,,,,,,,,,,,,,
11.3,33.5,0.4476,,,,,,,,,,,,,,
11.4,32.6,0.4373,,,,,,,,,,,,,,
9.1,37.8,0.4372,,,,,,,,,,,,,,
8.1,41.0,0.4458,,,,,,,,,,,,,,
7.7,41.9,0.4409,,,,,,,,,,,,,,
7.1,43.9,0.4433,,,,,,,,,,,,,,
6.3,45.8,0.4408,,,,,,,,,,,,,,
6.0,46.1,0.4351,,,,,,,,,,,,,,
5.5,49.0,0.4471,,,,,,,,,,,,,,
4.9,52.0,0.4548,,,,,,,,,,,,,,
4.1,54.7,0.4536,,,,,,,,,,,,,,
2.1,64.2,0.4633,,,,,,,,,,,,,,
1.5,66.2,0.4571,,,,,,,,,,,,,,
1.0,67.7,0.4523,,,,,,,,,,,,,,
0.8,69.9,0.4591,,,,,,,,,,,,,,
1.3,67.2,0.4598,,,,,,,,,,,,,,
2.0,63.6,0.4564,,,,,,,,,,,,,,
4.1,52.7,0.4345,,,,,,,,,,,,,,
7.5,39.2,0.4091,,,,,,,,,,,,,,
9.0,34.5,0.3980,,,,,,,,,,,,,,
9.2,34.5,0.4025,,,,,,,,,,,,,,
9.3,33.8,0.3981,,,,,,,,,,,,,,
9.3,33.1,0.3874,,,,,,,,,,,,,,
9.7,30.8,0.3716,,,,,,,,,,,,,,
9.6,31.1,0.3718,,,,,,,,,,,,,,
8.6,32.8,0.3669,,,,,,,,,,,,,,
7.2,35.0,0.3567,,,,,,,,,,,,,,
6.4,36.8,0.3566,,,,,,,,,,,,,,
6.0,40.2,0.3773,,,,,,,,,,,,,,
5.5,42.6,0.3874,,,,,,,,,,,,,,
4.9,43.7,0.3809,,,,,,,,,,,,,,
4.2,43.2,0.3605,,,,,,,,,,,,,,
4.0,39.2,0.3228,,,,,,,,,,,,,,
3.7,40.1,0.3230,,,,,,,,,,,,,,
3.1,47.1,0.3638,,,,,,,,,,,,,,
2.6,48.8,0.3658,,,,,,,,,,,,,,
0.8,53.8,0.3542,,,,,,,,,,,,,,
1.2,51.9,0.3515,,,,,,,,,,,,,,
1.0,52.2,0.3489,,,,,,,,,,,,,,
0.6,53.3,0.3467,,,,,,,,,,,,,,
0.8,52.8,0.3468,,,,,,,,,,,,,,
0.3,53.7,0.3424,,,,,,,,,,,,,,
4.1,42.9,0.3551,,,,,,,,,,,,,,
8.0,33.3,0.3591,,,,,,,,,,,,,,
10.7,25.2,0.3242,,,,,,,,,,,,,,
11.1,23.5,0.3105,,,,,,,,,,,,,,
10.6,26.0,0.3320,,,,,,,,,,,,,,
10.3,27.7,0.3481,,,,,,,,,,,,,,
10.2,28.3,0.3516,,,,,,,,,,,,,,
9.2,29.9,0.3479,,,,,,,,,,,,,,
6.9,36.4,0.3635,,,,,,,,,,,,,,
6.0,38.0,0.3584,,,,,,,,,,,,,,
5.8,36.4,0.3385,,,,,,,,,,,,,,
5.8,35.4,0.3286,,,,,,,,,,,,,,
5.4,36.6,0.3304,,,,,,,,,,,,,,
5.1,37.9,0.3358,,,,,,,,,,,,,,
4.8,38.0,0.3300,,,,,,,,,,,,,,
4.5,38.1,0.3249,,,,,,,,,,,,,,
4.3,38.1,0.3207,,,,,,,,,,,,,,
3.9,39.9,0.3250,,,,,,,,,,,,,,
3.8,41.0,0.3327,,,,,,,,,,,,,,
3.3,44.6,0.3499,,,,,,,,,,,,,,
3.6,44.5,0.3574,,,,,,,,,,,,,,
3.4,47.0,0.3713,,,,,,,,,,,,,,
2.9,49.5,0.3775,,,,,,,,,,,,,,
5.6,40.5,0.3704,,,,,,,,,,,,,,
7.5,33.8,0.3520,,,,,,,,,,,,,,
10.8,25.2,0.3251,,,,,,,,,,,,,,
12.9,20.6,0.3045,,,,,,,,,,,,,,
12.2,21.4,0.3033,,,,,,,,,,,,,,
12.0,21.9,0.3069,,,,,,,,,,,,,,
12.2,24.0,0.3392,,,,,,,,,,,,,,
12.0,24.3,0.3393,,,,,,,,,,,,,,
10.5,27.8,0.3525,,,,,,,,,,,,,,
8.7,33.9,0.3832,,,,,,,,,,,,,,
7.8,37.6,0.4004,,,,,,,,,,,,,,
7.2,39.4,0.4032,,,,,,,,,,,,,,
7.1,39.6,0.4019,,,,,,,,,,,,,,
7.1,39.6,0.4001,,,,,,,,,,,,,,
7.2,39.3,0.4004,,,,,,,,,,,,,,
6.9,39.6,0.3966,,,,,,,,,,,,,,
7.0,39.8,0.4006,,,,,,,,,,,,,,
7.1,40.5,0.4090,,,,,,,,,,,,,,
6.9,40.9,0.4091,,,,,,,,,,,,,,
6.0,42.9,0.4040,,,,,,,,,,,,,,
6.4,42.7,0.4126,,,,,,,,,,,,,,
6.1,43.6,0.4129,,,,,,,,,,,,,,
5.9,45.1,0.4211,,,,,,,,,,,,,,
6.0,46.4,0.4367,,,,,,,,,,,,,,
6.6,43.7,0.4273,,,,,,,,,,,,,,
8.7,36.3,0.4074,,,,,,,,,,,,,,
10.5,33.4,0.4246,,,,,,,,,,,,,,
11.4,27.8,0.3748,,,,,,,,,,,,,,
12.7,27.4,0.4011,,,,,,,,,,,,,,
13.3,23.3,0.3540,,,,,,,,,,,,,,
13.9,20.7,0.3271,,,,,,,,,,,,,,
13.6,20.0,0.3093,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
8.5,50.9,0.5664,,,,,,,,,,,,,,
8.3,53.3,0.5843,,,,,,,,,,,,,,
7.1,58.1,0.5885,,,,,,,,,,,,,,
5.8,64.3,0.5964,,,,,,,,,,,,,,
5.3,66.8,0.5979,,,,,,,,,,,,,,
5.0,66.6,0.5871,,,,,,,,,,,,,,
5.0,66.3,0.5811,,,,,,,,,,,,,,
5.1,65.9,0.5827,,,,,,,,,,,,,,
4.1,69.0,0.5735,,,,,,,,,,,,,,
4.6,67.6,0.5778,,,,,,,,,,,,,,
5.2,65.5,0.5836,,,,,,,,,,,,,,
6.0,62.8,0.5929,,,,,,,,,,,,,,
7.1,59.3,0.6005,,,,,,,,,,,,,,
7.8,58.0,0.6136,,,,,,,,,,,,,,
9.0,54.7,0.6271,,,,,,,,,,,,,,
10.0,53.1,0.6495,,,,,,,,,,,,,,
10.8,52.0,0.6738,,,,,,,,,,,,,,
11.0,51.4,0.6746,,,,,,,,,,,,,,
11.0,51.4,0.6725,,,,,,,,,,,,,,
10.9,52.0,0.6796,,,,,,,,,,,,,,
11.1,52.0,0.6869,,,,,,,,,,,,,,
11.0,53.6,0.7033,,,,,,,,,,,,,,
11.0,55.1,0.7221,,,,,,,,,,,,,,
11.4,55.4,0.7471,,,,,,,,,,,,,,
11.1,56.9,0.7506,,,,,,,,,,,,,,
10.2,60.0,0.7461,,,,,,,,,,,,,,
10.1,59.9,0.7379,,,,,,,,,,,,,,
9.9,63.2,0.7706,,,,,,,,,,,,,,
9.4,73.4,0.8662,,,,,,,,,,,,,,
9.4,77.7,0.9203,,,,,,,,,,,,,,
9.6,78.7,0.9429,,,,,,,,,,,,,,
8.9,81.3,0.9277,,,,,,,,,,,,,,
8.5,82.9,0.9243,,,,,,,,,,,,,,
8.3,84.0,0.9234,,,,,,,,,,,,,,
8.1,85.0,0.9221,,,,,,,,,,,,,,
8.7,83.7,0.9423,,,,,,,,,,,,,,
9.5,82.4,0.9760,,,,,,,,,,,,,,
11.0,78.2,1.0220,,,,,,,,,,,,,,
14.1,67.9,1.0859,,,,,,,,,,,,,,
16.3,56.6,1.0422,,,,,,,,,,,,,,
18.7,48.0,1.0259,,,,,,,,,,,,,,
19.5,39.3,0.8820,,,,,,,,,,,,,,
19.9,34.1,0.7820,,,,,,,,,,,,,,
19.4,32.4,0.7239,,,,,,,,,,,,,,
17.1,35.8,0.6944,,,,,,,,,,,,,,
15.5,40.7,0.7103,,,,,,,,,,,,,,
14.8,42.8,0.7182,,,,,,,,,,,,,,
13.9,43.8,0.6937,,,,,,,,,,,,,,
13.7,42.9,0.6687,,,,,,,,,,,,,,
12.5,47.8,0.6877,,,,,,,,,,,,,,
11.8,53.4,0.7366,,,,,,,,,,,,,,
10.9,55.9,0.7312,,,,,,,,,,,,,,
10.1,58.9,0.7301,,,,,,,,,,,,,,
9.8,61.2,0.7413,,,,,,,,,,,,,,
8.4,67.1,0.7411,,,,,,,,,,,,,,
8.3,67.2,0.7382,,,,,,,,,,,,,,
7.7,68.9,0.7280,,,,,,,,,,,,,,
6.9,70.0,0.6997,,,,,,,,,,,,,,
9.0,37.3,0.4297,,,,,,,,,,,,,,
9.4,44.9,0.5296,,,,,,,,,,,,,,
10.3,45.4,0.5666,,,,,,,,,,,,,,
11.5,39.6,0.5372,,,,,,,,,,,,,,
11.7,36.9,0.5060,,,,,,,,,,,,,,
11.8,36.2,0.4999,,,,,,,,,,,,,,
12.0,38.7,0.5402,,,,,,,,,,,,,,
13.7,30.3,0.4724,,,,,,,,,,,,,,
12.6,30.6,0.4443,,,,,,,,,,,,,,
13.0,27.4,0.4085,,,,,,,,,,,,,,
13.6,22.7,0.3529,,,,,,,,,,,,,,
11.8,23.0,0.3171,,,,,,,,,,,,,,
10.7,19.9,0.2547,,,,,,,,,,,,,,
10.4,18.0,0.2269,,,,,,,,,,,,,,
9.7,20.6,0.2488,,,,,,,,,,,,,,
9.4,24.8,0.2923,,,,,,,,,,,,,,
8.8,31.2,0.3533,,,,,,,,,,,,,,
8.7,31.2,0.3521,,,,,,,,,,,,,,
8.5,30.4,0.3391,,,,,,,,,,,,,,
8.0,32.9,0.3530,,,,,,,,,,,,,,
7.1,37.4,0.3799,,,,,,,,,,,,,,
6.9,39.1,0.3901,,,,,,,,,,,,,,
6.9,39.8,0.3966,,,,,,,,,,,,,,
6.1,40.8,0.3868,,,,,,,,,,,,,,
6.0,41.5,0.3896,,,,,,,,,,,,,,
6.1,39.9,0.3781,,,,,,,,,,,,,,
6.5,39.5,0.3865,,,,,,,,,,,,,,
9.4,32.7,0.3855,,,,,,,,,,,,,,
11.3,24.9,0.3318,,,,,,,,,,,,,,
12.8,19.8,0.2933,,,,,,,,,,,,,,
12.3,19.3,0.2740,,,,,,,,,,,,,,
12.0,19.3,0.2716,,,,,,,,,,,,,,
11.9,19.2,0.2677,,,,,,,,,,,,,,
12.1,20.7,0.2906,,,,,,,,,,,,,,
11.5,22.1,0.2987,,,,,,,,,,,,,,
10.4,23.1,0.2905,,,,,,,,,,,,,,
9.5,25.2,0.2996,,,,,,,,,,,,,,
8.9,26.9,0.3069,,,,,,,,,,,,,,
8.2,30.1,0.3270,,,,,,,,,,,,,,
7.4,31.8,0.3287,,,,,,,,,,,,,,
6.6,37.5,0.3664,,,,,,,,,,,,,,
6.3,40.1,0.3842,,,,,,,,,,,,,,
5.2,44.2,0.3943,,,,,,,,,,,,,,
4.4,47.5,0.4017,,,,,,,,,,,,,,
4.0,49.1,0.4019,,,,,,,,,,,,,,
3.3,52.2,0.4074,,,,,,,,,,,,,,
3.2,52.4,0.4071,,,,,,,,,,,,,,
3.6,51.7,0.4123,,,,,,,,,,,,,,
3.5,54.2,0.4297,,,,,,,,,,,,,,
5.2,48.3,0.4304,,,,,,,,,,,,,,
7.8,37.6,0.3994,,,,,,,,,,,,,,
8.9,33.8,0.3850,,,,,,,,,,,,,,
9.1,33.0,0.3827,,,,,,,,,,,,,,
9.1,34.5,0.3994,,,,,,,,,,,,,,
9.6,31.3,0.3763,,,,,,,,,,,,,,
8.5,36.3,0.4026,,,,,,,,,,,,,,
9.3,34.6,0.4050,,,,,,,,,,,,,,
8.9,37.9,0.4318,,,,,,,,,,,,,,
8.2,41.8,0.4563,,,,,,,,,,,,,,
7.4,44.5,0.4582,,,,,,,,,,,,,,
7.0,43.4,0.4366,,,,,,,,,,,,,,
6.6,43.4,0.4241,,,,,,,,,,,,,,
5.9,44.3,0.4137,,,,,,,,,,,,,,
5.0,46.6,0.4099,,,,,,,,,,,,,,
5.8,40.3,0.3740,,,,,,,,,,,,,,
5.4,43.8,0.3945,,,,,,,,,,,,,,
5.7,42.1,0.3883,,,,,,,,,,,,,,
5.7,42.1,0.3885,,,,,,,,,,,,,,
5.8,42.9,0.3990,,,,,,,,,,,,,,
5.7,46.6,0.4298,,,,,,,,,,,,,,
6.9,45.0,0.4499,,,,,,,,,,,,,,
6.9,42.2,0.4224,,,,,,,,,,,,,,
6.4,43.8,0.4230,,,,,,,,,,,,,,
6.6,44.6,0.4383,,,,,,,,,,,,,,
7.7,42.1,0.4440,,,,,,,,,,,,,,
10.1,36.7,0.4536,,,,,,,,,,,,,,
9.0,41.4,0.4775,,,,,,,,,,,,,,
8.7,42.5,0.4787,,,,,,,,,,,,,,
8.3,47.8,0.5238,,,,,,,,,,,,,,
8.9,45.5,0.5208,,,,,,,,,,,,,,
8.9,46.1,0.5256,,,,,,,,,,,,,,
9.0,44.9,0.5173,,,,,,,,,,,,,,
9.3,42.3,0.4974,,,,,,,,,,,,,,
8.4,45.2,0.4977,,,,,,,,,,,,,,
7.6,47.8,0.5013,,,,,,,,,,,,,,
7.4,47.2,0.4871,,,,,,,,,,,,,,
7.4,46.9,0.4854,,,,,,,,,,,,,,
6.9,48.2,0.4832,,,,,,,,,,,,,,
7.1,47.9,0.4867,,,,,,,,,,,,,,
6.9,48.7,0.4874,,,,,,,,,,,,,,
6.8,48.2,0.4792,,,,,,,,,,,,,,
6.3,49.6,0.4787,,,,,,,,,,,,,,
5.6,52.9,0.4855,,,,,,,,,,,,,,
6.4,49.8,0.4814,,,,,,,,,,,,,,
6.9,48.1,0.4796,,,,,,,,,,,,,,
6.4,50.2,0.4850,,,,,,,,,,,,,,
6.4,50.7,0.4886,,,,,,,,,,,,,,
6.9,48.8,0.4903,,,,,,,,,,,,,,
8.4,44.6,0.4922,,,,,,,,,,,,,,
10.8,37.1,0.4794,,,,,,,,,,,,,,
11.2,36.2,0.4818,,,,,,,,,,,,,,
11.8,34.4,0.4758,,,,,,,,,,,,,,
11.5,33.1,0.4479,,,,,,,,,,,,,,
10.9,32.6,0.4260,,,,,,,,,,,,,,
11.3,31.7,0.4249,,,,,,,,,,,,,,
11.6,30.9,0.4223,,,,,,,,,,,,,,
11.1,32.2,0.4243,,,,,,,,,,,,,,
9.7,36.0,0.4333,,,,,,,,,,,,,,
8.5,39.0,0.4336,,,,,,,,,,,,,,
8.3,40.3,0.4411,,,,,,,,,,,,,,
8.0,41.3,0.4448,,,,,,,,,,,,,,
7.0,44.2,0.4446,,,,,,,,,,,,,,
5.4,51.8,0.4698,,,,,,,,,,,,,,
4.1,55.0,0.4558,,,,,,,,,,,,,,
3.1,57.8,0.4462,,,,,,,,,,,,,,
3.1,56.7,0.4388,,,,,,,,,,,,,,
2.2,59.6,0.4333,,,,,,,,,,,,,,
2.3,58.9,0.4317,,,,,,,,,,,,,,
1.9,60.0,0.4276,,,,,,,,,,,,,,
1.9,60.3,0.4293,,,,,,,,,,,,,,
0.9,64.6,0.4294,,,,,,,,,,,,,,
0.6,65.0,0.4231,,,,,,,,,,,,,,
2.1,59.9,0.4338,,,,,,,,,,,,,,
3.1,57.2,0.4402,,,,,,,,,,,,,,
4.2,54.0,0.4483,,,,,,,,,,,,,,
7.4,43.8,0.4538,,,,,,,,,,,,,,
11.2,34.5,0.4586,,,,,,,,,,,,,,
13.8,32.4,0.5084,,,,,,,,,,,,,,
12.4,34.9,0.5002,,,,,,,,,,,,,,
12.8,31.9,0.4684,,,,,,,,,,,,,,
13.5,29.1,0.4486,,,,,,,,,,,,,,
11.6,33.3,0.4540,,,,,,,,,,,,,,
10.9,34.9,0.4568,,,,,,,,,,,,,,
10.4,37.3,0.4708,,,,,,,,,,,,,,
9.7,39.7,0.4792,,,,,,,,,,,,,,
9.1,41.9,0.4857,,,,,,,,,,,,,,
9.3,41.9,0.4927,,,,,,,,,,,,,,
9.4,44.7,0.5279,,,,,,,,,,,,,,
8.5,45.8,0.5108,,,,,,,,,,,,,,
7.8,50.0,0.5300,,,,,,,,,,,,,,
7.7,49.7,0.5242,,,,,,,,,,,,,,
8.2,46.9,0.5099,,,,,,,,,,,,,,
8.4,48.6,0.5375,,,,,,,,,,,,,,
8.0,54.7,0.5883,,,,,,,,,,,,,,
7.8,55.7,0.5914,,,,,,,,,,,,,,
8.0,53.8,0.5796,,,,,,,,,,,,,,
8.8,50.7,0.5752,,,,,,,,,,,,,,
10.1,47.6,0.5870,,,,,,,,,,,,,,
10.6,45.8,0.5838,,,,,,,,,,,,,,
9.1,56.2,0.6515,,,,,,,,,,,,,,
7.9,66.5,0.7124,,,,,,,,,,,,,,
8.0,65.0,0.6991,,,,,,,,,,,,,,
